,img_href,dt,name,text
311,http://www.stu.ru/images/news/preview/48589.jpg,22/08/10,Студенты факультета УТТК в  рамках летней ознакомительной практики посетили карьер «Борок»,"Предприятие является единственным официальным дилером четырех карьеров города Новосибирска. За последние 100 лет большинство строек в городе состоялось, благодаря карьеру «Борок», в том числе: ГЭС, метрополитен, Театр оперы и балета, зоопарк, аэропорт Толмачево, все мосты через Обь и другие не менее важные объекты.При прохождении практики для студентов была проведена экскурсия, в ходе которой они узнали историю возникновения карьера, о парке машин и механизмов, применяемых в работе и, конечно, познакомили с технологическим процессом.Полученные знания позволят расширить кругозор студентов, только начинающих знакомство со спецификой будущей профессиональной деятельности и могут быть в дальнейшем использованы при изучении специальных дисциплин.Студенты и руководство факультета благодарны руководству Торгового дома «Борок» за значительный вклад в развитие высшего образования и за предоставленную возможность студентам получить реальные практические навыки в период летней учебной практики."
312,http://www.stu.ru/images/news/preview/48590.jpg,22/08/10,Коллектив СГУПСа вместе с тружениками всей железнодорожной магистрали отметил свой профессиональный праздни,"Празднование началось 5 августа торжественным собранием в ДКЖ. Работников стальной магистрали поздравили полномочный губернатор Новосибирской области А.А. Травников, представитель Президента Российской Федерации в Сибирском федеральном округе А.А. Серышев, первый заместитель Председателя Законодательного Собрания Новосибирской области А.Б. Панфёров, начальник Западно-Сибирской железной дороги А.В. Грицай.А.А. Травников высоко оценил сотрудничество Новосибирской области и Западно-Сибирской железной дороги, позволившее за несколько последних лет реализовать значимые для жителей региона проекты и выразил уверенность, что «впереди нас ждет еще много совместных проектов, тем более, что заделы у нас есть». В числе приоритетных он назвал завершение реконструкции вокзала в Бердске, строительство станции «Университетская», и развитие Городской электрички – в этих проектах активно участвует и наш университет.Затем состоялся праздничный концерт, который наверняка особенно понравился находящимся в ДКЖ представителям СГУПСа: едва ли не в половине номеров программы участвовали коллективы и солисты КДЦ университета и его выпускники: Студия эстрадного вокала «На-Заре», Станислав Синкевич, Павел Пятницкий, ПавелГуров.А 7 августа спортивно-музыкальный праздник прошел в Заельцоваском парке.   Он начался с благотворительного забега «Достигая цели-2022!» на территории оздоровительного комплекса «Локомотив». Генеральным партнером мероприятия традиционно стало ОАО «РЖД». А.В. Грицай, давший старт забегу, поблагодарил всех участников за вклад в помощь детям и отметил, что «это не только спортивное, но и в первую очередь благотворительное мероприятие. Все собранные средства пойдут на оказание помощи в реабилитации детей с ограниченными возможностями здоровья, а также на оснащение специализированных сенсорных комнат».В соревновании приняли участие более 1000 человек, в том числе студенты, выпускники и сотрудники СГУПСа. И среди победителей и призеров вновь оказались наши спортсмены. Первое место на дистанции 1500 метров заняла выпускница нашего вуза, техник кафедры «Физическое воспитание и спорт» Виктория Бондаренко. У юношей на такой же дистанции победил студент ЭФК-411 университета Данила Голопятин, а бронзовым призером стал наш выпускник Александр Курлыков. Лучший результат на дистанции 10000 метров показала выпускница СГУПСа Ольга Дубовик в возрастной категории «40 лет и старше». Отметим, что в топ-10 оказались: выпускник Валентин Николаев на «десятке», Ксения Руденко (МТЛ-201) и Иван Домненко, обучавшийся на МЭиП — на дистанции 1500 метров.После награждения победителей и призеров, после поздравления собравшихся с профессиональным праздником от первых лиц региона и дороги все внимание было обращено на «улицу Железнодорожную» парка, по обе стороны которой разместились павильоны и площадке всех структур ЗСЖД. Площадка СГУПСа традиционно отличалась нескончаемыми встречами руководства, преподавателей и студентов университета с его выпускниками. По сути большинство соседей по «улице Железнодорожной» - выпускники нашего вуза. Но организаторы вузовской площадки были рады не только им, но и всем гостям. У детей, пришедших на праздник вместе с родителями, популярностью пользовалась специальная площадка для них. Они рисовали, занимались развивающими играми и, конечно – гвоздь программы! – строили вместе со студентами факультета МТ мост из макарон. Так же традиционно День железнодорожника  в Заельцовском парке для СГУПСа – это встреча поколений. Студенты МТ, УП и других факультетов, участники коллективов КДЦ, активисты ЦСО не только помогали в организации праздника, но и с интересом общались с ветеранами. К ним с поздравительным словом обратился ректор университета А.Л. Манаков.Фотозона на площадке тоже давно полюбилась всем участникам праздника: снимки на память делали не только представители университета. Успехом пользовался и живой талисман факультета УП дельфин.Праздник прошел весело, а иначе быть и не могло, потому что его организовывали, не считаясь со временем, многочисленные подразделения вуза, его факультеты."
313,http://www.stu.ru/images/news/preview/48585.jpg,22/08/03,СГУПС и ООО «НИЦ СТМ» подписали генеральное соглашение о сотрудничестве в области транспортного машиностроени,"29 июля в СГУПС прошел научно-технический совет, посвященный реализации проекта «Рельсошлифование 2.0». В НТС участвовали представители АО «Синара-Транспортные машины», ОАО «РЖД», АО «Калужский завод «Ремпутьмаш», ООО «Научно-исследовательский центр СТМ», ООО «Ланит», ОмГУПС и СГУПС.Основной целью совета ставилось утверждение концепции нового рельсошлифовального поезда РШП 2.0. В рамках этого главный конструктор проекта ООО «НИЦ СТМ» Акимцев Евгений Петрович продемонстрировал анализ возможных вариантов реализации нового поезда с оценкой их достоинств и недостатков; проректор по научной работе ОмГУПС Шантаренко Сергей Георгиевич представил концепцию модуля питания от контактной сети тягово-энергетической секции РШП; декан факультета УТТК СГУПС Ильиных Андрей Степанович сделал доклад по задачам, требующим реализации в проекте нового рабочего оборудования рельсошлифовального поезда. По результатам обсуждений была принята концепция рельсошлифовального поезда РШП 2.0 и сформулированы задачи для дальнейшей проработки проекта.Участники совещания ознакомились с разработанной и изготовленной СГУПС экспериментальной рельсошлифовальной установкой и обсудили программу проведения НИОКР в области скоростного шлифования рельсов на экспериментальной площадке СГУПС.В заключение были подведены итоги проделанной работы по реализации дорожной карта интеграции проектного офиса «Путевые машины» СГУПС в среду конструкторской разработки ООО «НИЦ СТМ». Выработанные в ходе дискуссии решения были закреплены подписанием ректором СГУПС Манаковым Алексеем Леонидовичем и генеральным директором ООО «НИЦ СТМ» Зуевым Евгением Михайловичем генерального соглашения о партнерстве, определяющего всестороннее сотрудничество в области транспортного машиностроения, с учетом приоритетов по решению задач качественного кадрового и научного обеспечения."
314,http://www.stu.ru/images/news/preview/48584.jpg,22/07/20,СГУПС и летом не останавливает выпуск научных кадро,"В диссертационном совете Д218.012.08 СГУПСа состоялась сессия по защите пяти диссертаций (четыре - на соискание ученой степени кандидата технических наук, одна - на соискание ученой степени доктора технических наук). Заседание совета прошло в начале июля.По научной специальности 05.22.08 – «Управление процессами перевозок» была защищена диссертация выпускника факультета «Управление процессами перевозок» и бывшего аспиранта кафедры «Управление эксплуатационной работой» Михаила Александровича Бадажкова  (научный руководитель С.А. Бессоненко, тема «Повышение эффективности использования графика движения грузовых поездов»). Примечательно, что после окончания вуза соискатель прошел производственный путь в ОАО «РЖД» от составителя поездов до начальника отдела безопасности движения и охраны труда Новосибирского центра организации работы ж.д. станций Западно-Сибирской дирекции управления движением, а работа была выполнена по результатам 8 лет профессиональной деятельности на высоком научном уровне, о чем было отмечено в ходе защиты членами диссертационного совета.По научной специальности 05.02.22 – «Организация производства (транспорт)» защитили кандидатские диссертации: Дарья Ивановна Школина  (научный руководитель С.А. Бехер, тема «Мониторинг и оптимизация производственных процессов неразрушающего контроля в вагоноремонтном комплексе»), Эдуард Сергеевич Бондарев  (научный руководитель А.С. Ильиных , тема «Метод планирования работ рельсошлифовальных поездов»), Александр Александрович Севостьянов  (научный руководитель Д.В. Величко, тема «Организация производственного процесса содержания рельсовой колеи по основным геометрическим параметрам в сложных климатических и эксплуатационных условиях»). Членами диссертационного совета был отмечен высокий уровень выполненных научных исследований, а также тот факт, что все три кандидатские диссертации были защищены действующими аспирантами (то есть досрочно до окончания обучения аспирантуры). На всех публичных защитах в зале диссертационных советов присутствовали официальные оппоненты, которые приехали из родственных вузов – ОмГУПСа, ИрГУПСа, УрГУПСа, а также АО «ВНИИЖТ», и поддержали соискателей по оппонируемым ими диссертациям.Кроме кандидатских диссертаций в совете впервые с начала его работы была защищена диссертация на соискание ученой степени доктора наук. Соискатель Елена Григорьевна Шепилова  (научный консультант В.С. Воробьев) защитила работу, посвященную важной теме организации транспортного образования в Российской Федерации. Члены совета в ходе дискуссии отметили актуальность работы, и что особенно важно – ее своевременность. В конце рабочей сессии диссертационный совет принял к рассмотрению еще пять кандидатских диссертаций, которые были выполнены аспирантами и сотрудниками в Сибирском государственном университете путей сообщения. Публичные защиты этих работ запланированы советом на конец сентября.После двух дней напряженной работы председатель совета А.Л. Манаков поблагодарил за работу присутствующих членов совета, а также приглашенных ученых – ректора РГУПСа В.Д. Верескуна, проф. РГУПСа О.Н. Числова, ректора ДвГУПСа В.В. Буровцева – за возможность приехать в СГУПС и принять активное участие в заседаниях.Диссертационный совет поздравил соискателей с присуждением советом им ученых степеней кандидата и доктора наук и пожелал дальнейших успехов в научной и профессиональной деятельности.Все фото здесь"
315,http://www.stu.ru/images/news/preview/48583.jpg,22/07/15,Победа СГУПСа в конкурсе молодых журналистов «Медиапоколение,"Эссе «Любовь в треугольных письмах» студентки СГУПСа Сары Никифоровой (БПИ-411) стало лучшим в  журналистском конкурсе!Конкурс профессионального мастерства молодых журналистов и молодёжных редакций «Медиапоколение» проводит Агентство поддержки молодежных инициатив  при поддержке управления молодёжной политики министерства образования Новосибирской области. Он стартовал 20 мая, в нем приняли участие начинающие и молодые журналисты, а также коллективы молодёжных редакций. Участники смогли проявить себя в трёх направлениях:  «Публикация»; «Видео»; «Медиаредакция». Эссе Сары «Любовь в треугольных письмах» заняло первое место в номинации «Лучший молодежный текст». Оно было опубликовано в №8 газеты «Кадры — транспорту» за 5 мая нынешнего года. Если вы его по какой-то причине не прочитали — прочтите обязательно! Оно о войне. Но не о солдатских подвигах, а о любви, которой, оказывается, всегда и везде есть место. "
316,http://www.stu.ru/images/news/preview/48581.jpg,22/07/14,Поддержим  освобождение Донбасса от нацизм,"Сегодня продолжается  специальная военная операция на Украине. Бойцы  ЛНР И ДНР ведут борьбу за освобождение Донбасса от нацистских захватчиков.Вы можете поддержать солдат и жителей республик, пострадавших от военных действий Украины. Это можно сделать, приняв участие в масштабном проекте сбора средств и гуманитарной помощи  в поддержку мирного населения и силовых подразделений республик Донбасса «Все для победы!», которую проводит Общероссийское общественное движение «Народный фронт «За Россию».Для участия нужно перейти на сайт по QR-коду внизу. На нем вы найдете всю необходимую информацию о том, что требуется бойцам и мирным жителям, как перечислить деньги, где принимают гуманитарную помощь. Здесь же можно узнать, как грузы доставляются адресатам.Листовка Сбор Федерального агентства железнодорожного транспорта"
317,http://www.stu.ru/images/news/preview/48580.jpg,22/07/11,СГУПС попрощался с выпускниками  2022 год,"8 июля коллектив университета торжественно попрощался со своими уже бывшими студентами и проводил их во взрослую профессиональную жизнь.В этом году СГУПС выпустил около 1200 готовых специалистов, из них 183 получили дипломы с отличием (это почти 16 процентов от всего выпуска).Вручение дипломов с отличием в этот раз проходило во Дворце культуры железнодорожников. Торжественная церемония началась с символичной песни «Рождается новый день», после которой ректор Алексей Леонидович Манаков выступил с напутственным словом выпускникам. Он призвал их грамотно применять полученные знания, двигаться вперед и помнить, что двери СГУПСа всегда открыты. Кроме того, Алексей Леонидович наградил выпускников Знаками «За отличие в учебе» и «За активную общественную работу», присуждаемыми Министерством транспорта РФ.Почетными гостями стали начальник Западно-Сибирской железной дороги Александр Валерьевич Грицай, мэр г. Новосибирска Анатолий Евгеньевич Локоть, и. о. руководителя территориального управления Сибирского управления Росжелдора Виктор Викторович Брюханов, начальник Сибирского управления государственного железнодорожного надзора Ространснадзора Александр Евгеньевич Ермолаев, заместитель министра транспорта и дорожного хозяйства Новосибирской области Вячеслав Сергеевич НевежинЭмоции в зале ДКЖ зашкаливали. Выпускники получали гранты ОАО «РЖД» и ЗСЖД, дипломы с отличием из рук почетных гостей, ректора университета и декана своего факультета. В ответном слове выпускники благодарили СГУПС за свои студенческие годы, за те знания и опыт, которые они здесь приобрели.Торжество закончилось трогательной песней «Замыкая круг»  в исполнении студии эстрадного вокала «На Заре».Вторая часть празднования проходила уже в СГУПСе, где остальным выпускникам 2022 года вручались «синие» дипломы на территории факультетов. Сказано было очень много теплых, добрых слов VIP-гостями, деканами, руководителями выпускающих кафедр, преподавателями и самими выпускниками. Этот день навсегда останется в памяти всех участников праздника .Все фото здесь"
318,http://www.stu.ru/images/news/preview/48579.jpg,22/07/05,"В СГУПСе прошла  защита дипломных проектов, выполненных по грантам ОАО «РЖД","В нашем университете прошла  защита дипломных проектов, выполненных студентами по специальности 23.05.04 «Эксплуатация железных дорог» по грантам  ОАО «РЖД» и Западно-Сибирской железной дороги под председательством начальника ЗСЖД Александра Валерьевича Грицая.  Ректор СГУПСа  Алексей Леонидович Манаков во вступительном слове 1 июля дал напутствие студентам. Исполняющий обязанности начальника дирекции управления движением Финадеев Алексей Александрович дал характеристику технического задания, а также озвучил цели и задачи на разработку проектов. Декан факультета «Управление процессами перевозок»  Климов Александр Александрович, чьи студенты готовились выступать, рассказал о  структуре проектов и вопросами организации работы при подготовке проектов.Темы дипломных проектов выпускников определялись совместно факультетом УПП и Западно-Сибирской железной дорогой. Все студенты прошли конкурсный отбор, в этом году гранты на разработку получили студенты, обучающиеся по целевому направлению. Кураторами у ребят были работники ОАО «РЖД» – заместители начальников агентств, дирекций и служб. Для разработки были предложены три темы, включающие набор задач высокого уровня сложности. Комплексный проект на тему «Развитие и изменение технологии работ железнодорожных станций Транссибирского хода для организации пропуска возрастающего потока длинносоставных (соединенных) поездов (контейнерных)» разрабатывался сразу двумя студентами. Темы «Влияние длительных закрытий перегонов на величину эксплуатационного локомотивного парка при возрастающем поездопотоке» и «Развитие железнодорожных экспрессов, формирование совместных экспрессов в попутном направлении «Транзитный экспресс», «Международный экспресс» на полигоне ЗСЖД» разрабатывались индивидуально. Ребятам пришлось много потрудиться. И на защите они уверенно представляли свои проекты, в том числе актуальные разработки, конкретные расчеты, технологические предложения и обоснования. Комиссия отметила высокий уровень разработки проектов, студенты давали четкие ответы на вопросы членов и председателя комиссии - начальника дороги Александра Валерьевича Грицая. В день защиты высококомпетентная комиссия была единогласна: все получили оценку «отлично», тем самым выполнив условия предоставления гранта.  Этот день, несомненно, останется у выпускников СГУПСа навсегда в памяти и будет способствовать их дальнейшему карьерному развитию."
319,http://www.stu.ru/images/news/preview/48578.jpg,22/07/04,"Студенты строительного отряда ""Стальная колея"" отправились на Всероссийскую стройку ""БАМ 2.0","Студенты СГУПСа в составе студенческого строительного отряда ""Стальная колея"" отправились в посёлок Небель Иркутской области для продолжения работ по реконструкции БАМа и уже приступили к работе.Полвека назад железнодорожный вокзал, с которого уехали бойцы, уже видел похожую картину: крепкие, как на подбор, ребята, юные девушки, проводы, слёзы и смех, сумки, гитары и сильное желание потрудиться на благо Родины.Всё началось в далёком 1970 году, когда стали формироваться первые отряды для стройки века – Байкало-амурской магистрали. Всего 45 студентов входило в состав ССО «Стальная колея».По прибытии на стройку, бойцы начали сооружать в посёлке Звёздном первый капитальный 12-квартальный жилой брусчатый дом, который был построен в рекордно короткий срок – за 37 дней.Через года пронеслась история отряда, и уже в 2009 – 2011 годах «Стальная колея» начала работу на студенческой стройке «Сочи-2014». Ребята трудились на строившейся автомобильной и железной дороге Адлер – «Альпика Сервис» (протяженностью почти 50 км), производили укрепления трассы.На протяжении многих лет отряд продолжал свою деятельность на ведущих объектах нашей страны. Начиная с 2020 года, его бойцы трудились на благо города, принимая активное участие в строительстве новой станции метро «Спортивная» не только во время трудового сезона, но и в течении учебного года. И вот наступило, пожалуй, одно из главных событий этого лета для студенческих отрядов СГУПСа.  25 июня 15 крепких парней поехали в места рождения своего отряда и теперь уже работают там.  Сегодня именно они продолжают историю «Стальной колеи» на стройке «БАМ 2.0»."
320,http://www.stu.ru/images/news/preview/48577.jpg,22/06/28,Студентка СГУПСа в тройке победителей во Всероссийских соревнованиях памяти Георгия Нечеухин,"22-25 июня в г. Челябинск состоялись Всероссийские соревнования памяти Георгия Нечеухина, мастера спорта по марафонскому бегу, заслуженного тренера РСФСР, внесшего большой вклад в развитие и популяризации легкой атлетики Челябинской области.В стартах приняли участие 33 команды. Это 400 спортсменов со всей России. В этом году турнир вошел в серию состязаний «Королева российского спорта».Ксения Руденко (группа МТЛ-101) заняла 3 место на дистанции 400 метров."
321,http://www.stu.ru/design/news.jpg,22/06/28,Студент СГУПСа получил золотую медаль по итогам Всероссийской олимпиады студентов «Я – профессионал,"Завершилась пятая юбилейная Всероссийская олимпиада «Я — профессионал». Она организована для студентов разных направлений подготовки: технических, гуманитарных, социально-экономических, естественно-научных, педагогических, аграрных и медицинских.В пятой олимпиаде было выделено отдельное направление ""Транспорт"", где организатором выступил РУТ (МИИТ), а генеральным партнером - ОАО ""РЖД"". Студент нашего университета Артем Матюшенко  (факультет «Управление процессами перевозок») получил золотую медаль по итогам пятого юбилейного сезона.Олимпиада проходила в несколько этапов с осени до весны:Отборочный. Необходимо было ответить на перечень вопросов общей транспортной тематики. Вопросы как тестовые, так и с расчетной частью, где в ответе нужно указать определенное значение.Полуфинал. Прошедшим в полуфинал участникам предлагалось два задания. Расчет параметров контейнерной площадки, выбор технического оснащения, расчет количественных и качественных показателей работы. Второе задание - моделирование технологии работы вокзального комплекса, расположение основных объектов общего пользования, расчет показателей работы комплекса.Финал. Проект по созданию контейнерной площадки, выбор средств механизации, их количество, построение суточного план-графика. Защита проекта перед жюри олимпиады.Юбилейный сезон проекта установил рекорды по количеству регистраций участников – 624 295, а дипломантами стали 4082 студента из 380 вузов, 136 из них – золотыми медалистами. Все они – целеустремленные и всерьез настроенные на успех молодые люди, готовые к современным вызовам и в упорной борьбе подтвердившие свою конкурентоспособность и желание развиваться.Широкая география и увеличение числа учебных заведений, участвующих в организации олимпиады, позволяют найти талантливых ребят во всех уголках страны. В письме на имя ректора СГУПСа А.Л. Манакова Ассоциация «Я – профессионал» отмечает, что высоко ценит вклад вуза в реализацию масштабного федерального проекта: «Это наш общий успех».Очная церемония награждения – первая после почти трехлетнего вынужденного перерыва, связанного с пандемийными ограничениями, что придает ей особенную значимость. В церемонии запланировано участие первого заместителя руководителя Администрации Президента Российской Федерации, главы совета Ассоциации организаторов студенческих олимпиад «Я – профессионал» С.В. Кириенко, президента Российского союза промышленников и предпринимателей А.Н. Шохина, министра науки и высшего образования Российской Федерации В.Н. Фалькова, генерального директора АНО «Россия – страна возможностей» А.Г. Комиссарова. Также в мероприятии примут участие члены ассоциации и партнеры олимпиады."
322,http://www.stu.ru/images/news/preview/48574.jpg,22/06/24,Выпускники Института перспективных транспортных технологий и переподготовки кадров СГУПСа выходят с дополнительным профессиональным образование,"В Институте перспективных транспортных технологий и переподготовки кадров завершилась итоговая аттестация по программам дополнительной профессиональной переподготовки. Это дополнительное профобразование, направленное на получение компетенций (знаний и навыков), необходимых для выполнения нового вида профессиональной деятельности.В июне 2022 года в ИПТТиПК закончили обучение слушатели (студенты) программ профессиональной переподготовки по направлениям: «Управление персоналом», «Психология», «Государственное и муниципальное управление», «Переводчик в сфере профессиональных коммуникаций», «Менеджмент организации (дополнительная управленческая подготовка студентов технических специальностей)».Вместе с дипломом об окончании СГУПСа им будут вручены дипломы о профессиональной переподготовке.В целом в Институте перспективных транспортных технологий и переподготовки кадров СГУПСа в 2022 году реализовано 16 программ профессиональной переподготовки.Для чего нужна профессиональная переподготовка? Например, выбрали не ту профессию. Возможно, в силу жизненных обстоятельств, трудоустроены не по специальности, и есть желание стать профессионалом в новой сфере деятельности. А бывает, что профессия нравится, но в век современных технологий она устарела и больше не востребована на рынке труда. Диплом профессиональной переподготовки как раз позволяет решить вышеперечисленные проблемы.Поэтому наши выпускники могут рассчитывать на успешную карьеру. И главное всегда - не останавливаться на достигнутом!"
323,http://www.stu.ru/images/news/preview/48573.jpg,22/06/24,СГУПС традиционно принял участие в IX Международном Сибирском транспортном форум,"С 22 по 24 июня 2022 года в  Новосибирске проходил IX Международный Сибирский транспортный форум и специализированная выставка транспортно-логистических услуг, коммерческого транспорта и спецтехники. Данный форум обеспечивает взаимодействия органов государственной власти, общественности и бизнес-сообщества при решении актуальных проблем дорожно-транспортного комплекса и повышения инвестиционной привлекательности Новосибирской области. Уже девятый раз Сибирский государственный университет путей сообщения традиционно активно работал на мероприятиях форума и выставки. В форуме приняли участие представители федеральных и региональных органов государственного управления, руководители профильных отраслевых союзов и ассоциаций, крупных отечественных транспортных компаний, предприятий машиностроения, представители дорожно-строительного комплекса и вузов. На Пленарном заседании активно обсуждали стратегические векторы транспортного развития. Основная тема форума в текущем году – «2022 год. Новые возможности для транспортной отрасли и экономики России».В рамках форума СГУПСом были организованы  два  крупных мероприятия: национальная конференция «Наука, образование, кадры» и круглый стол «Транспорт будущего», которые проводил ректор университета Алексей Леонидович Манаков. Ключевыми темами конференции стали: реализация концепции подготовки кадров для транспортного комплекса до 2035 года в образовательных организациях высшего и среднего профессионального образования Новосибирской области; рационализация подбора и расстановки персонала при тесном взаимодействии кадровых служб предприятий и колледжей; конкурентоспособность российского образования в сфере транспорта и формирование положительной среды, привлекательной для молодых людей.В рамках конференции «Наука, образование, кадры» были подведены итоги конкурса на лучшую идею и  лучший рисунок транспорта будущего, проводимого среди школьников, обучающихся вузов и СПО. Также на форуме состоялся круглый стол  «Развитие железнодорожного транспорта в современных условиях», организованный  «Росжелдор»,  ЗСЖД и СГУПС. Декан факультета «Бизнес-информатика», профессор  Валерий Иванович Хабаров выступил с докладом «Роль городской железной дороги и её взаимодействие с другими видами транспорта в транспортной стратегии НСО до 2030 года», а декан «Управление процессами перевозок»  Александр Александрович Климов рассказал про особенности организации городских железнодорожных перевозок в Новосибирском узле, которые вызвали бурное заинтересованное обсуждение.В организованной Министерством транспорта НСО конференции «Практика обеспечения транспортной безопасности субъектами транспортной инфраструктуры. Проблемы и решения». Руководитель учебно-аналитическим центром СГУПСа  Владимир Владимирович Напёров   выступил с темой «Проблемные вопросы подготовки и аттестации сил обеспечения транспортной безопасности».Традиционно на площадке специализированной выставки была  представлена экспозиция научных разработок СГУПСа, в этом году - по направлению «диагностические системы». Такие системы облегчают работу, аналитику и диагностику сложных инженерных систем.  Кроме того, была представлена интересная разработка, с  помощью которой, информационными методами, используя спутниковый сигнал «GPS» и ГЛОНАСС, мы можем влиять на безопасность железнодорожных переездов. Сегодня это очень актуальный вопрос для всех: и для города, области, и для железнодорожников, и для вуза.   Часть разработок, продемонстрированных на стенде, оценила представительная делегация:  первый заместитель председателя Государственной Думы РФ Александр Дмитриевич Жуков, помощник президента РФ Игорь Евгеньевич Левитин, полномочный представитель президента РФ в Сибирском федеральном округе Анатолий Анатольевич Серышев, губернатор Новосибирской области Андрей Александрович Травников, начальнику ЗСЖД Александр Валерьевич Грицай.Все фото здесь"
